transaction_id,customer_id,merchant_id,timestamp,amount,txn_country,is_fraud,score_logreg,score_rf,score_xgb,anomaly_score,device_accounts_count
613013,5812,628,2025-09-12 11:38:04,145.35,US,False,0.3511801628996186,0.3098861416408552,0.26397204,0.3470308541372773,1
613014,3776,556,2025-09-12 11:39:33,614.9,US,False,0.4995467825457269,0.42955620182712406,0.51592124,0.37240145480796993,1
613015,4754,444,2025-09-12 11:40:36,113.63,CA,False,0.48675210529490215,0.36141372416061374,0.31555608,0.34719305715945165,1
613016,4300,528,2025-09-12 11:40:38,5.75,US,False,0.5368527613648386,0.404683528386177,0.2774192,0.4378156689915528,1
613017,145,124,2025-09-12 11:44:21,237.82,US,False,0.6501178002447926,0.6627683666798339,0.5807406,0.4115838817302622,1
613018,4699,334,2025-09-12 11:44:23,15691.02,US,False,0.47048892469560655,0.2703199787468266,0.1732656,0.55255298208432,1
613019,3521,582,2025-09-12 11:46:36,304.57,US,True,0.48582010491529065,0.48321642717143826,0.51077664,0.360639482226362,1
613020,2687,412,2025-09-12 11:46:52,450.45,DE,False,0.5915441939212446,0.4194085657845627,0.56603396,0.40545187172675934,1
613021,4757,433,2025-09-12 11:50:04,22.32,US,False,0.3547729069643309,0.32316896087439995,0.26002958,0.35951184475864695,1
613022,2129,484,2025-09-12 11:51:21,419.78,US,False,0.46228541361002323,0.3696167249431558,0.31907734,0.35867584005849446,1
613023,5412,163,2025-09-12 11:51:26,56.29,US,False,0.3858856396461643,0.38179405124459287,0.4081476,0.3556078486682197,1
613024,5214,636,2025-09-12 11:51:29,21.03,US,False,0.4880536579530182,0.44300416765385486,0.36673912,0.38770797509089105,1
613025,213,226,2025-09-12 11:52:13,147.27,US,False,0.3796580987707441,0.3653689248276785,0.20904104,0.5577697436612377,2
613026,3585,619,2025-09-12 11:53:09,170.36,AU,False,0.5409026700215384,0.473312606743695,0.3980968,0.3592742524941507,1
613027,4261,538,2025-09-12 11:54:00,47.33,GB,False,0.4710893405042752,0.46430370143274097,0.35268885,0.36623336576834475,1
613028,5569,678,2025-09-12 11:54:14,51.01,US,False,0.5649846345603184,0.48120693928964947,0.54048526,0.39851763927489864,1
613029,2805,291,2025-09-12 11:54:57,487.99,US,False,0.40197916199529377,0.31086814099728455,0.27279562,0.36840301381284296,1
613030,1030,83,2025-09-12 11:57:56,253.66,US,False,0.39634845701303917,0.4143929388370919,0.38973218,0.3570663622813562,1
613031,5199,453,2025-09-12 12:01:58,103.25,US,False,0.6928579996362143,0.5074413587825094,0.5430169,0.4549172437967294,1
613032,5218,298,2025-09-12 12:02:46,13.05,US,False,0.31886525073203337,0.3369557083362196,0.27905658,0.4249931831585635,1
613033,3671,629,2025-09-12 12:03:06,40.58,US,False,0.5765852213718763,0.49913906835946714,0.51178044,0.424980316602384,1
613034,2294,479,2025-09-12 12:04:08,456.71,US,False,0.5554489596121727,0.44043345777097925,0.40702912,0.3703241367875075,1
613035,1100,663,2025-09-12 12:07:17,22.76,US,False,0.29658793541936646,0.3275432179858697,0.20486799,0.36359027170064306,1
613036,782,490,2025-09-12 12:07:31,111.16,US,False,0.4410880561309052,0.4261613114869186,0.30891997,0.366291028352865,1
613037,1565,210,2025-09-12 12:08:17,19.55,US,False,0.332881913600806,0.30378650752563247,0.15911946,0.4387517919812856,1
613038,2917,382,2025-09-12 12:08:46,128.28,GB,False,0.5755554902132025,0.46026263610198137,0.48531368,0.4591723783712405,1
613039,2499,488,2025-09-12 12:10:35,149.15,US,False,0.3400412094498106,0.3473099361272652,0.43638074,0.35762063435433705,1
613040,1835,218,2025-09-12 12:11:36,52.83,US,False,0.37292024683130276,0.35475443688230185,0.2747534,0.3483899690009664,1
