investigation_id,transaction_id,flagged_date,flag_score,outcome,resolution_time_hours,amount,is_fraud,customer_id,merchant_id
117,20625,2024-01-22 02:19:19,2,false_positive_cleared,11.63,122.54,False,1279,467
122,20751,2024-01-22 05:03:05,1,false_positive_cleared,12.57,27.7,False,3699,318
118,21033,2024-01-22 11:22:43,2,false_positive_cleared,31.09,27.91,False,3219,34
119,21144,2024-01-22 14:14:15,2,false_positive_cleared,32.13,20.0,False,5255,290
123,21196,2024-01-22 15:29:24,0,false_positive_cleared,5.33,58.34,False,3754,641
121,21246,2024-01-22 16:40:25,2,confirmed_fraud,9.76,3282.83,True,5116,724
120,21269,2024-01-22 17:34:05,2,false_positive_cleared,10.1,26.99,False,522,102
124,21616,2024-01-23 01:30:14,2,confirmed_fraud,5.47,2132.74,True,4744,482
125,21658,2024-01-23 02:32:24,2,confirmed_fraud,33.17,24.7,False,4497,769
126,21832,2024-01-23 06:39:54,2,false_positive_cleared,12.3,235.83,False,5578,731
127,21913,2024-01-23 08:19:31,2,false_positive_cleared,3.88,79.63,False,179,459
128,21983,2024-01-23 09:59:56,2,false_positive_cleared,8.54,29.27,False,4440,383
129,22119,2024-01-23 13:22:28,2,false_positive_cleared,11.83,1599.21,False,2841,740
130,22221,2024-01-23 15:41:22,2,confirmed_fraud,3.7,1709.0,True,598,755
131,22467,2024-01-23 21:41:13,2,false_positive_cleared,18.75,8.61,False,5268,233
133,22590,2024-01-24 00:38:39,2,false_positive_cleared,2.73,908.33,False,4751,716
132,22958,2024-01-24 08:55:42,3,confirmed_fraud,5.16,147.07,True,4341,340
134,23193,2024-01-24 15:02:49,2,false_positive_cleared,11.01,65.11,False,5959,437
135,23524,2024-01-24 23:11:07,2,false_positive_cleared,21.56,469.03,False,2438,329
136,23722,2024-01-25 03:59:32,2,false_positive_cleared,2.47,187.62,False,3209,496
137,23927,2024-01-25 08:25:22,2,false_positive_cleared,15.9,80.96,False,2538,54
141,24012,2024-01-25 10:35:22,0,false_positive_cleared,5.69,71.3,False,4653,413
138,24190,2024-01-25 15:39:10,2,false_positive_cleared,9.57,164.65,False,3061,497
140,24361,2024-01-25 20:00:26,2,confirmed_fraud,4.2,14.16,True,5010,119
142,24389,2024-01-25 20:38:16,0,false_positive_cleared,21.62,31.95,False,5407,277
139,24481,2024-01-25 22:48:12,2,false_positive_cleared,13.49,2018.09,False,5511,532
144,25084,2024-01-26 13:31:07,2,false_positive_cleared,7.07,55.95,False,178,25
145,25154,2024-01-26 15:21:41,2,false_positive_cleared,10.46,1385.35,False,2040,730
146,25188,2024-01-26 16:21:55,2,false_positive_cleared,10.21,282.74,False,3061,503
147,25295,2024-01-26 18:53:10,2,false_positive_cleared,5.81,70.59,False,2802,751
143,25410,2024-01-26 21:25:13,3,false_positive_cleared,18.38,9.65,False,2922,134
148,25895,2024-01-27 08:58:18,2,false_positive_cleared,5.91,79.39,False,1419,210
149,25906,2024-01-27 09:19:36,2,false_positive_cleared,12.08,2.67,False,3815,500
150,26069,2024-01-27 13:25:15,2,false_positive_cleared,7.28,45.49,False,4224,473
151,26103,2024-01-27 14:15:31,2,false_positive_cleared,11.83,36.46,False,1593,324
155,26202,2024-01-27 16:41:19,0,false_positive_cleared,20.76,132.78,False,308,640
154,26222,2024-01-27 17:13:19,0,false_positive_cleared,10.37,23.75,False,4914,360
153,26339,2024-01-27 19:55:05,2,false_positive_cleared,21.77,7.54,False,3294,27
152,26431,2024-01-27 22:15:49,2,false_positive_cleared,7.19,3037.0,False,711,606
156,26542,2024-01-28 00:24:04,2,false_positive_cleared,21.03,7.65,False,3525,787
157,26746,2024-01-28 05:20:01,2,false_positive_cleared,16.51,6.03,False,385,584
158,26816,2024-01-28 06:52:33,2,false_positive_cleared,4.64,59.56,False,1185,75
159,26876,2024-01-28 08:20:36,2,false_positive_cleared,16.15,143.37,False,630,687
160,27280,2024-01-28 17:56:00,2,false_positive_cleared,7.51,2947.41,False,535,739
162,27286,2024-01-28 18:07:24,0,false_positive_cleared,11.18,28.27,False,2526,319
161,27433,2024-01-28 21:27:23,2,false_positive_cleared,21.2,15.45,False,1006,1
163,27567,2024-01-29 00:33:22,2,false_positive_cleared,4.5,46.82,False,1861,128
164,27621,2024-01-29 01:59:21,2,false_positive_cleared,20.23,3493.84,False,1292,797
165,27914,2024-01-29 09:12:30,2,false_positive_cleared,1.25,129.95,False,522,755
166,27971,2024-01-29 10:35:22,2,confirmed_fraud,5.33,27.73,True,2851,442
167,28055,2024-01-29 12:43:22,2,false_positive_cleared,23.76,139.8,False,2242,489
168,28093,2024-01-29 13:21:19,2,false_positive_cleared,44.2,68.71,False,1875,74
172,28145,2024-01-29 14:32:14,0,false_positive_cleared,7.96,7.15,False,1771,152
169,28218,2024-01-29 16:34:07,2,false_positive_cleared,4.75,15.31,False,3940,492
170,28323,2024-01-29 18:59:01,2,false_positive_cleared,20.02,2933.06,False,4944,599
171,28350,2024-01-29 19:54:39,2,false_positive_cleared,7.57,24.2,False,5328,476
173,28635,2024-01-30 03:29:16,2,false_positive_cleared,2.74,60.18,False,2557,45
174,28774,2024-01-30 07:01:47,2,confirmed_fraud,32.13,66.29,False,563,404
175,29640,2024-01-31 05:13:47,2,false_positive_cleared,17.94,3185.87,False,5293,256
176,29689,2024-01-31 06:28:40,2,false_positive_cleared,8.77,62.32,False,1815,243
177,29960,2024-01-31 13:13:31,2,false_positive_cleared,17.08,8.75,False,3757,460
178,30393,2024-01-31 23:45:57,2,false_negative_cleared,5.32,25.48,True,3002,250
179,30877,2024-02-01 10:56:30,2,false_positive_cleared,10.78,175.4,False,4082,97
180,30996,2024-02-01 13:54:41,2,false_positive_cleared,11.75,21.5,False,5974,42
181,31012,2024-02-01 14:18:18,2,false_positive_cleared,11.0,19.26,False,5070,136
182,31353,2024-02-01 22:11:07,2,false_positive_cleared,5.99,110.26,False,1363,709
183,31884,2024-02-02 11:26:47,2,false_positive_cleared,8.45,22.92,False,707,429
184,31986,2024-02-02 14:04:01,2,false_positive_cleared,6.33,33.11,False,2930,262
185,32019,2024-02-02 14:56:36,2,confirmed_fraud,34.22,17.89,False,4771,170
188,32260,2024-02-02 21:03:33,0,false_positive_cleared,8.71,7.02,False,2779,719
186,32308,2024-02-02 22:08:24,2,confirmed_fraud,8.46,49.45,True,3664,72
187,32353,2024-02-02 23:17:20,2,false_positive_cleared,23.69,279.98,False,5415,649
189,32438,2024-02-03 01:00:00,2,false_positive_cleared,20.44,6.91,False,775,463
190,32532,2024-02-03 03:00:13,2,false_positive_cleared,9.29,2469.17,False,2285,755
194,32756,2024-02-03 08:08:06,0,false_positive_cleared,6.36,10.77,False,3499,103
191,32845,2024-02-03 10:06:44,2,false_positive_cleared,15.54,56.67,False,4410,11
195,32887,2024-02-03 10:53:36,0,false_positive_cleared,2.65,36.14,False,3601,126
193,32977,2024-02-03 13:03:36,2,false_positive_cleared,7.23,40.11,False,4572,681
192,33322,2024-02-03 21:43:04,2,false_positive_cleared,1.47,122.42,False,4695,188
199,34168,2024-02-04 17:50:22,0,false_positive_cleared,32.62,11.62,False,4756,249
198,34227,2024-02-04 19:27:24,0,false_positive_cleared,0.55,10.37,False,3302,511
197,34302,2024-02-04 21:32:31,2,false_positive_cleared,7.83,5.96,False,2067,378
196,34385,2024-02-04 23:52:41,2,false_positive_cleared,7.87,68.75,False,1537,57
203,34470,2024-02-05 02:02:52,0,false_positive_cleared,5.22,18.08,False,606,418
204,34619,2024-02-05 05:32:54,0,false_positive_cleared,10.04,83.37,False,3140,557
200,34858,2024-02-05 11:20:46,2,false_positive_cleared,7.4,4.69,False,103,588
202,35202,2024-02-05 20:30:26,2,false_positive_cleared,8.4,12.26,False,3800,761
201,35218,2024-02-05 20:55:54,2,false_positive_cleared,14.44,249.53,False,590,572
205,35461,2024-02-06 02:29:28,2,false_positive_cleared,6.87,88.3,False,3451,171
206,35688,2024-02-06 08:09:20,2,false_positive_cleared,20.32,5.56,False,1062,180
210,35882,2024-02-06 12:45:05,0,false_positive_cleared,8.75,5.92,False,5913,122
207,36144,2024-02-06 18:47:26,2,false_positive_cleared,10.42,55.35,False,5344,363
208,36197,2024-02-06 20:21:53,2,false_positive_cleared,5.54,83.84,False,1576,197
209,36335,2024-02-06 23:57:37,2,false_positive_cleared,14.93,320.45,False,3057,350
211,36570,2024-02-07 06:12:21,2,false_positive_cleared,23.06,6.16,False,1456,770
212,36604,2024-02-07 07:09:05,2,false_positive_cleared,17.2,1640.8,False,2567,245
213,36884,2024-02-07 13:27:09,2,false_positive_cleared,17.94,319.05,False,973,99
214,36965,2024-02-07 15:09:01,2,false_positive_cleared,33.44,68.86,False,1833,593
215,37054,2024-02-07 17:06:57,2,false_positive_cleared,3.76,338.14,False,1055,317
216,37342,2024-02-08 00:05:41,2,false_positive_cleared,7.02,1730.14,False,4202,671
217,37728,2024-02-08 09:37:10,2,false_positive_cleared,4.53,99.13,False,4983,745
218,37750,2024-02-08 09:59:57,2,false_positive_cleared,17.11,70.89,False,4440,606
219,37832,2024-02-08 11:55:56,0,false_positive_cleared,3.92,6.01,False,1439,605
226,38367,2024-02-09 00:53:55,0,false_positive_cleared,10.73,32.36,False,1994,565
220,38458,2024-02-09 02:54:23,2,false_positive_cleared,4.8,29.1,False,3084,378
221,38570,2024-02-09 05:44:10,2,false_positive_cleared,17.36,132.07,False,630,476
222,38718,2024-02-09 08:55:25,2,false_positive_cleared,6.74,124.86,False,9,455
224,38817,2024-02-09 11:22:34,2,false_positive_cleared,3.53,609.71,False,4685,5
223,38871,2024-02-09 12:46:28,2,false_positive_cleared,10.27,37.38,False,4199,509
225,38945,2024-02-09 14:47:18,2,false_positive_cleared,9.12,2033.08,False,4182,714
227,39639,2024-02-10 07:46:00,2,false_positive_cleared,18.3,76.89,False,3941,279
228,39712,2024-02-10 09:22:50,2,false_positive_cleared,6.48,488.22,False,4606,350
229,39731,2024-02-10 09:48:25,2,false_positive_cleared,22.22,114.33,False,2864,423
233,39981,2024-02-10 15:12:52,0,false_positive_cleared,10.67,8.44,False,3926,121
230,40097,2024-02-10 17:48:52,2,false_positive_cleared,11.29,70.97,False,5107,549
231,40135,2024-02-10 18:42:58,2,false_positive_cleared,17.64,32.11,False,1586,240
232,40157,2024-02-10 19:17:41,2,false_positive_cleared,13.56,604.8,False,3402,67
234,40358,2024-02-11 00:01:59,2,false_positive_cleared,7.43,71.64,False,3058,83
235,41010,2024-02-11 16:21:28,2,false_positive_cleared,4.78,163.81,False,296,17
236,41268,2024-02-11 22:41:53,2,false_positive_cleared,25.96,257.59,False,1936,351
237,41430,2024-02-12 02:42:18,2,false_positive_cleared,8.01,153.17,False,5107,152
238,41469,2024-02-12 03:31:41,2,confirmed_fraud,5.53,7.74,False,852,564
239,41488,2024-02-12 04:00:42,2,confirmed_fraud,7.96,1.26,True,3696,40
240,41627,2024-02-12 07:17:24,2,false_positive_cleared,14.9,319.48,False,2364,522
241,41701,2024-02-12 09:02:36,2,false_positive_cleared,5.46,126.84,False,1108,86
242,41790,2024-02-12 11:20:20,2,false_positive_cleared,7.93,17.45,False,1608,296
243,41834,2024-02-12 12:32:42,2,confirmed_fraud,18.94,246.03,True,4662,748
246,41979,2024-02-12 15:38:28,1,false_positive_cleared,27.02,40.87,False,601,104
244,42029,2024-02-12 17:03:38,2,false_positive_cleared,19.81,138.83,False,167,20
245,42056,2024-02-12 17:51:08,2,confirmed_fraud,11.98,2187.04,False,4550,158
247,42368,2024-02-13 01:26:52,2,confirmed_fraud,4.46,1705.93,False,868,142
248,42686,2024-02-13 08:22:04,2,false_positive_cleared,34.45,24.98,False,1909,599
249,42741,2024-02-13 09:39:48,2,false_positive_cleared,7.56,89.02,False,4505,472
250,42780,2024-02-13 11:00:31,2,false_positive_cleared,9.89,21.7,False,5416,285
253,42858,2024-02-13 12:48:37,0,false_positive_cleared,12.91,25.12,False,4156,717
251,42983,2024-02-13 16:03:18,2,false_positive_cleared,4.1,33.96,False,1698,489
252,43126,2024-02-13 19:42:48,2,false_positive_cleared,19.04,45.21,False,3401,689
256,43353,2024-02-14 00:51:12,2,false_positive_cleared,12.19,54.17,False,4868,96
255,43662,2024-02-14 08:16:54,2,false_positive_cleared,14.46,41.84,False,4173,387
257,43734,2024-02-14 09:58:51,2,false_negative_cleared,4.52,2381.24,True,3212,105
258,43739,2024-02-14 10:10:02,2,false_positive_cleared,8.47,61.32,False,216,206
260,43752,2024-02-14 10:27:35,2,confirmed_fraud,6.37,41.4,True,5075,343
259,43760,2024-02-14 10:34:17,2,confirmed_fraud,12.05,139.06,False,2723,712
261,43887,2024-02-14 13:18:00,2,false_positive_cleared,5.63,25.2,False,3606,482
262,44125,2024-02-14 19:25:16,2,false_positive_cleared,7.6,380.03,False,4563,237
264,44179,2024-02-14 20:55:20,0,false_positive_cleared,8.48,102.06,False,5257,614
263,44205,2024-02-14 21:42:08,2,false_positive_cleared,5.36,68.66,False,568,274
254,44227,2024-02-14 22:14:25,3,false_positive_cleared,6.53,7943.36,False,2132,86
266,44937,2024-02-15 15:11:24,0,false_positive_cleared,6.42,28.51,False,4764,565
265,45032,2024-02-15 17:46:48,2,false_positive_cleared,5.91,183.54,False,4141,612
267,45296,2024-02-16 00:04:55,2,false_positive_cleared,32.08,4.57,False,3136,460
268,45359,2024-02-16 01:20:03,2,false_positive_cleared,25.92,61.49,False,5170,568
269,45485,2024-02-16 04:25:43,2,false_positive_cleared,9.78,2405.47,False,3507,119
270,45668,2024-02-16 08:43:45,2,false_positive_cleared,9.83,1773.15,False,76,306
273,45704,2024-02-16 09:39:45,0,false_positive_cleared,2.97,655.97,False,5164,279
272,46052,2024-02-16 18:08:03,1,false_positive_cleared,6.8,27.67,False,2923,236
271,46205,2024-02-16 22:25:48,2,false_positive_cleared,9.08,9.02,False,4773,368
274,46281,2024-02-17 00:41:28,2,false_positive_cleared,41.07,134.72,False,1405,444
279,46509,2024-02-17 06:14:05,1,false_positive_cleared,3.37,27.65,False,3214,148
275,46603,2024-02-17 08:19:19,2,false_positive_cleared,0.47,71.72,False,2680,109
280,46620,2024-02-17 08:45:44,0,false_positive_cleared,31.02,23.37,False,164,58
276,46833,2024-02-17 14:09:05,2,false_positive_cleared,17.43,36.48,False,2776,334
278,46935,2024-02-17 16:51:05,2,false_positive_cleared,11.9,35.94,False,3320,234
277,46984,2024-02-17 17:53:02,2,false_positive_cleared,14.33,102.03,False,2669,370
285,47304,2024-02-18 01:37:16,0,false_positive_cleared,15.2,22.41,False,602,370
281,47507,2024-02-18 06:57:43,2,false_positive_cleared,2.84,34.18,False,4635,544
282,47553,2024-02-18 08:10:30,2,confirmed_fraud,4.93,89.4,False,1942,175
284,47651,2024-02-18 10:39:10,2,false_positive_cleared,21.05,8.38,False,1630,186
286,48085,2024-02-18 21:23:25,0,false_positive_cleared,13.9,17.36,False,127,252
283,48119,2024-02-18 22:19:00,2,false_positive_cleared,9.36,18.7,False,3969,422
287,48234,2024-02-19 00:52:29,2,confirmed_fraud,18.0,6.37,False,558,30
298,48242,2024-02-19 00:57:30,1,false_positive_cleared,8.0,99.11,False,4294,414
288,48299,2024-02-19 02:41:55,2,false_positive_cleared,9.11,180.68,False,3057,502
289,48353,2024-02-19 03:54:43,2,false_positive_cleared,21.96,71.08,False,1233,29
290,48364,2024-02-19 04:05:33,2,false_positive_cleared,5.67,16.47,False,2716,627
291,48382,2024-02-19 04:21:09,2,false_positive_cleared,16.35,39.76,False,2655,556
293,48430,2024-02-19 05:32:29,2,confirmed_fraud,16.82,7.76,False,5077,507
294,48520,2024-02-19 07:48:06,2,false_positive_cleared,30.4,30.49,False,4878,222
299,48727,2024-02-19 12:58:47,0,false_positive_cleared,5.34,13.15,False,1607,75
295,48866,2024-02-19 16:05:55,2,false_positive_cleared,11.87,2256.77,False,868,87
297,48954,2024-02-19 18:11:18,2,false_positive_cleared,12.87,60.23,False,264,44
292,49112,2024-02-19 22:21:51,2,false_positive_cleared,18.79,2215.9,False,5176,89
296,49172,2024-02-19 23:51:11,2,false_positive_cleared,7.99,24.02,False,4967,356
300,49415,2024-02-20 05:49:19,2,false_positive_cleared,18.09,2078.81,False,4465,645
304,49543,2024-02-20 08:37:37,0,false_positive_cleared,10.52,152.53,False,5204,562
301,49544,2024-02-20 08:37:49,2,false_positive_cleared,11.43,222.05,False,3932,651
302,49561,2024-02-20 09:09:54,2,false_positive_cleared,5.14,344.03,False,857,763
305,49782,2024-02-20 14:15:21,0,false_positive_cleared,1.99,26.44,False,5904,340
306,49789,2024-02-20 14:22:05,0,false_positive_cleared,5.88,9.4,False,4936,418
303,49933,2024-02-20 17:20:25,2,false_positive_cleared,11.08,85.95,False,977,191
307,49963,2024-02-20 18:06:34,0,false_positive_cleared,2.3,26.08,False,3473,630
308,50254,2024-02-21 00:39:37,2,false_positive_cleared,15.55,27.9,False,5927,243
309,50598,2024-02-21 08:28:55,2,false_positive_cleared,8.77,29.87,False,5426,602
310,50751,2024-02-21 12:26:03,2,false_positive_cleared,3.96,35.5,False,4338,186
311,50890,2024-02-21 15:48:30,2,false_positive_cleared,10.47,78.94,False,3977,134
313,51258,2024-02-22 01:01:42,2,false_positive_cleared,3.44,1916.18,False,5004,428
314,51765,2024-02-22 12:50:46,2,confirmed_fraud,25.81,9.3,True,1866,687
315,51786,2024-02-22 13:16:45,0,false_positive_cleared,1.83,34.91,False,5305,132
312,52019,2024-02-22 19:26:12,3,confirmed_fraud,20.84,31.31,True,2480,7
319,52412,2024-02-23 05:39:34,0,confirmed_fraud,4.34,40.19,False,2165,426
