customer_id,total_txns,total_value,fraud_txns,avg_txn_amount,fraud_value,risk_segment,home_country,avg_monthly_spend,is_frequent_traveler,account_age_days
129,125,48822.8,0,390.5824,0.0,low,US,305.47,False,1271
130,122,4770.61,0,39.1033606557377,0.0,medium,US,244.78,False,1400
131,103,19022.4,1,184.68349514563107,51.62,low,US,763.76,False,1251
132,126,4321.67,2,34.298968253968255,23.15,medium,US,495.49,False,1225
133,104,2862.06,0,27.51980769230769,0.0,low,US,307.78,False,225
134,126,28785.29,1,228.45468253968255,115.69,low,US,298.51,False,1237
135,131,10981.86,1,83.83099236641222,133.83,low,US,188.14,False,1747
136,141,24989.15,1,177.22801418439718,737.66,low,US,345.1,False,686
137,104,37342.88,0,359.06615384615384,0.0,low,US,1326.11,False,1332
138,112,9900.02,1,88.39303571428572,98.0,low,US,614.06,False,96
139,122,36450.27,1,298.7727049180328,222.47,low,US,1167.63,False,780
140,98,30227.67,0,308.4456122448979,0.0,low,US,784.04,False,973
141,112,48348.06,3,431.6791071428571,873.27,low,US,284.0,False,2152
142,122,8179.39,1,67.04418032786886,56.82,low,US,111.7,False,493
143,121,9827.08,2,81.21553719008264,128.05,high,US,213.97,False,627
144,132,29669.11,0,224.76598484848486,0.0,low,US,269.32,False,912
145,125,6859.96,0,54.87968,0.0,low,US,251.21,False,2174
146,130,50788.79,1,390.683,537.22,low,US,1191.44,True,1873
147,120,20930.62,1,174.42183333333332,396.78,low,US,1180.31,True,104
148,126,83784.43,0,664.9557936507936,0.0,low,US,3607.22,False,535
149,119,26399.66,2,221.84588235294117,205.99,medium,US,247.81,False,1804
150,101,8380.61,0,82.97633663366337,0.0,low,US,2074.97,False,155
151,116,142594.44,1,1229.2624137931034,4246.77,low,US,2063.46,False,1878
152,116,3496.0299999999997,0,30.13818965517241,0.0,low,US,399.8,False,637
153,119,3446.73,2,28.964117647058824,53.7,low,US,754.61,False,2012
154,125,18651.83,1,149.21464,894.54,low,US,1505.17,True,664
155,147,5615.09,0,38.19789115646259,0.0,low,US,467.3,False,968
156,132,6794.5,1,51.47348484848485,124.21,low,US,435.83,False,1459
157,115,1568.27,0,13.637130434782609,0.0,low,US,280.17,False,302
158,127,1863.84,0,14.675905511811022,0.0,low,US,58.91,False,1233
159,95,14466.2,1,152.27578947368423,43.18,medium,GB,525.01,False,1120
160,104,1567.75,1,15.07451923076923,19.38,low,US,260.11,False,1723
161,132,7128.7,1,54.005303030303025,20.17,high,US,187.2,False,2181
162,116,27855.21,1,240.13112068965518,36.41,medium,US,720.52,False,1464
163,124,3704.96,0,29.878709677419355,0.0,low,US,133.46,False,913
164,141,26470.33,0,187.73283687943263,0.0,low,US,1017.87,False,907
165,123,16373.4,2,133.11707317073171,740.0699999999999,low,CA,761.46,False,932
166,142,1060.74,0,7.47,0.0,low,US,343.72,False,1788
167,127,21442.69,0,168.84007874015748,0.0,low,CA,465.46,True,723
168,120,13731.41,1,114.42841666666666,256.54,low,US,168.81,False,390
169,128,131959.61000000002,0,1030.9344531250001,0.0,low,CA,968.07,False,752
170,112,69035.42,0,616.3876785714285,0.0,low,US,583.26,False,79
171,118,94709.76,1,802.6250847457627,372.35,high,US,623.7,False,259
172,119,26196.19,0,220.13605042016806,0.0,low,US,774.1,False,224
173,127,6327.08,0,49.81952755905512,0.0,low,US,276.39,False,1696
174,116,4312.52,4,37.17689655172414,106.97,high,US,125.57,False,1590
175,121,68164.13,1,563.339917355372,225.57,low,US,1166.29,False,1535
176,119,33626.75,0,282.577731092437,0.0,low,US,915.84,False,1027
177,104,23573.5,0,226.66826923076923,0.0,medium,US,304.35,False,1578
178,144,21681.05,1,150.56284722222222,36.75,low,US,712.09,False,378
179,112,45995.63,1,410.67526785714284,1343.18,low,US,1528.7,False,1975
180,120,27225.99,0,226.88325,0.0,low,US,1373.11,False,1112
181,128,12182.14,0,95.17296875,0.0,medium,GB,296.46,False,2056
182,130,1114.01,1,8.569307692307692,3.42,low,US,129.04,False,358
183,109,4628.12,1,42.45981651376147,307.41,low,US,150.58,False,1104
184,125,8502.73,0,68.02184,0.0,low,US,372.21,False,1534
185,131,263381.25,0,2010.543893129771,0.0,low,US,1837.36,False,1100
186,121,47908.73,2,395.9399173553719,358.84999999999997,low,US,255.8,False,993
187,123,6998.74,0,56.90032520325203,0.0,low,AU,288.1,False,389
188,123,33915.229999999996,1,275.7335772357723,628.05,medium,US,282.81,False,853
189,104,4367.81,0,41.99817307692308,0.0,low,US,305.34,False,545
190,120,64682.89,1,539.0240833333334,4112.98,low,US,487.8,False,681
191,137,6970.7,0,50.881021897810214,0.0,low,US,155.7,False,1506
192,114,13787.29,1,120.9411403508772,474.04,low,US,1307.57,False,1391
193,109,5122.94,0,46.9994495412844,0.0,low,US,432.53,False,1341
194,121,173955.07,1,1437.6452066115703,7338.6,low,US,4588.1,False,811
195,143,19227.94,0,134.46111888111886,0.0,low,US,171.36,False,2102
196,113,30643.89,0,271.1848672566372,0.0,low,US,2060.86,False,219
197,142,69007.84,0,485.9707042253521,0.0,low,US,1723.67,False,769
198,121,9278.94,2,76.68545454545455,181.70999999999998,low,US,340.18,False,284
199,113,19374.13,1,171.4524778761062,142.98,low,US,345.31,False,762
200,118,13267.34,2,112.43508474576271,217.33,medium,AU,215.04,False,2107
201,114,3615.23,1,31.712543859649124,53.18,low,US,217.27,False,821
202,128,56353.19,1,440.259296875,4548.78,medium,US,492.48,False,1992
203,120,49513.53,1,412.61275,828.48,medium,DE,502.01,False,1099
204,119,11176.51,0,93.92025210084034,0.0,low,US,116.5,False,1541
205,110,58804.22,0,534.5838181818182,0.0,medium,US,3882.19,False,1018
206,123,2950.08,0,23.98439024390244,0.0,low,US,390.11,False,604
207,131,30588.12,2,233.49709923664122,126.48,low,US,522.72,False,1680
208,111,4198.95,1,37.828378378378375,70.64,low,US,280.45,True,2123
209,123,11474.82,0,93.29121951219511,0.0,low,US,387.49,True,599
210,109,19133.4,0,175.53577981651378,0.0,low,US,357.06,False,1712
211,111,18800.74,0,169.37603603603606,0.0,low,GB,491.45,False,594
212,122,5053.99,0,41.42614754098361,0.0,low,US,486.32,False,1578
213,127,22556.04,0,177.60661417322837,0.0,low,US,1016.76,True,1734
214,127,23895.93,1,188.15692913385826,363.05,low,US,604.56,False,1000
215,111,18014.45,2,162.29234234234235,298.0,low,US,928.76,False,1621
216,107,9179.71,0,85.79168224299065,0.0,low,US,488.42,False,618
217,116,7407.25,1,63.855603448275865,134.82,low,US,606.76,False,201
218,132,2563.14,0,19.417727272727273,0.0,low,US,396.56,False,238
219,109,9678.37,1,88.79238532110092,118.45,low,CA,1215.37,False,995
220,118,29462.69,1,249.68381355932203,429.05,low,US,658.76,False,1979
221,117,2171.8,0,18.562393162393164,0.0,low,US,427.41,False,305
222,118,2473.44,1,20.96135593220339,69.11,low,DE,416.08,False,1014
223,109,3629.18,0,33.29522935779816,0.0,low,US,446.61,False,1550
224,128,1692.71,0,13.224296875,0.0,low,US,506.44,False,467
225,122,15997.21,1,131.12467213114752,56.97,low,US,468.38,False,1588
226,118,16882.98,1,143.07610169491525,575.89,low,US,297.98,False,690
227,124,3941.23,0,31.784112903225807,0.0,low,US,980.84,False,1776
228,127,18885.0,1,148.70078740157481,98.08,low,US,1038.23,False,1281
229,112,135167.26,1,1206.8505357142858,2540.93,low,US,2453.99,False,1211
230,129,17047.510000000002,0,132.15124031007753,0.0,low,US,286.21,False,411
231,116,3930.36,2,33.88241379310345,26.42,low,US,897.66,False,1030
232,123,1799.96,1,14.633821138211383,7.52,low,US,88.39,False,1880
233,134,28882.19,0,215.53873134328356,0.0,low,US,1039.13,False,72
234,124,4900.78,2,39.52241935483871,105.94999999999999,low,US,132.83,False,1668
235,115,2766.73,1,24.058521739130434,305.06,low,US,203.18,False,1094
236,113,3091.57,0,27.359026548672567,0.0,low,US,664.48,False,1584
237,123,18809.4,2,152.9219512195122,269.26,medium,DE,281.65,False,1462
238,124,9292.0,0,74.93548387096774,0.0,low,US,249.01,False,963
239,127,51856.47,1,408.31866141732286,109.61,low,US,318.51,False,696
240,103,34816.09,0,338.0202912621359,0.0,low,CA,950.19,False,1384
241,129,15168.46,1,117.58496124031007,317.6,medium,US,212.81,False,332
242,124,4033.06,0,32.52467741935484,0.0,low,US,469.31,False,1291
243,113,47982.27,0,424.6218584070796,0.0,medium,US,350.45,False,234
244,99,12649.12,0,127.7688888888889,0.0,low,AU,1030.61,False,1433
245,116,159567.84,1,1375.5848275862068,785.89,low,US,1056.94,False,1388
246,121,2366.29,1,19.55611570247934,8.91,low,CA,94.47,False,212
247,121,129838.06999999999,0,1073.0419008264462,0.0,low,DE,1262.18,False,1666
248,130,10623.73,1,81.721,14.94,low,US,284.38,False,928
249,121,32456.1,1,268.23223140495867,2347.11,medium,US,609.51,False,1729
250,125,6128.34,0,49.026720000000005,0.0,low,CA,211.66,True,119
251,132,9497.66,0,71.9519696969697,0.0,high,US,688.16,False,417
252,116,65628.22,1,565.7605172413794,644.63,low,AU,4896.2,False,1097
253,117,10753.96,1,91.91418803418803,138.15,low,US,552.5,True,436
254,110,2013.1000000000001,1,18.30090909090909,52.66,low,US,325.75,False,742
255,100,20727.16,1,207.2716,41.91,low,US,399.84,False,1456
256,125,1737.49,1,13.89992,22.76,low,US,131.35,False,342
257,123,207364.72,0,1685.8920325203253,0.0,low,US,1815.41,False,1493
258,125,69721.22,2,557.76976,1636.04,low,US,653.01,True,253
259,126,7338.59,1,58.24277777777778,30.19,low,US,191.71,True,408
260,131,2224.38,1,16.98,12.88,low,US,197.42,False,1299
261,129,5415.4400000000005,1,41.98015503875969,49.88,low,US,499.57,False,1743
262,122,147966.7,0,1212.8418032786885,0.0,low,US,1140.01,False,398
263,126,1957.99,0,15.539603174603174,0.0,low,US,174.88,False,677
264,124,22277.68,0,179.65870967741935,0.0,low,US,1342.2,False,2028
265,130,41246.12,0,317.27784615384616,0.0,low,US,453.74,False,2167
266,116,11574.43,1,99.77956896551724,43.5,low,US,213.32,False,1285
267,121,6194.82,1,51.19685950413223,26.36,low,US,323.46,False,995
268,133,138434.53,0,1040.8611278195488,0.0,low,US,2377.25,False,779
269,122,9285.83,0,76.11336065573771,0.0,medium,US,141.26,False,1352
270,115,13755.09,0,119.60947826086957,0.0,low,US,255.01,False,1306
271,127,34100.99,1,268.51173228346454,189.36,medium,US,1161.33,False,666
272,109,58511.7,1,536.8045871559633,922.97,low,US,598.73,False,79
273,104,7047.65,0,67.76586538461538,0.0,low,US,241.74,False,357
274,107,4077.61,0,38.1085046728972,0.0,low,US,1174.17,False,2100
275,125,366560.23,0,2932.48184,0.0,low,US,1225.45,False,933
276,108,35214.95,0,326.0643518518518,0.0,low,US,663.98,False,1071
277,126,6312.16,0,50.09650793650793,0.0,low,US,283.96,False,1038
278,109,4296.35,0,39.416055045871566,0.0,low,US,326.2,False,1720
279,131,39051.78,1,298.10519083969467,893.98,low,GB,636.64,False,170
280,119,5815.8,1,48.872268907563026,24.02,low,US,151.3,False,208
281,123,34861.06,0,283.4232520325203,0.0,low,US,1627.84,False,625
282,114,53802.72,0,471.9536842105263,0.0,low,US,2276.03,False,1081
283,129,50198.98,0,389.13937984496124,0.0,low,US,398.47,False,1479
284,125,7992.79,0,63.94232,0.0,low,GB,678.91,False,1089
285,117,27607.68,0,235.96307692307693,0.0,low,US,1432.57,False,982
286,117,121074.47,0,1034.8245299145299,0.0,low,US,2864.09,False,2055
287,128,31033.9,0,242.45234375,0.0,low,US,2000.76,False,377
288,106,1927.3,1,18.182075471698113,59.74,low,US,103.34,False,1264
289,115,13138.5,1,114.24782608695652,31.66,low,US,370.93,False,1201
290,135,89619.14,2,663.8454814814814,1078.22,low,US,773.26,False,1052
291,107,17531.36,1,163.84448598130842,951.59,low,DE,315.83,False,1774
292,121,23464.78,1,193.92380165289256,1301.45,low,US,2451.59,False,606
293,127,94527.9,2,744.3141732283464,2762.85,low,US,2135.46,False,2090
294,133,12720.51,0,95.64293233082707,0.0,low,US,236.43,True,746
295,119,26607.14,1,223.5894117647059,1317.06,low,US,425.74,False,1207
296,110,39708.64,0,360.98763636363634,0.0,medium,US,250.99,True,1154
297,106,3291.61,1,31.052924528301887,23.65,low,US,413.39,False,1865
298,123,19282.77,1,156.77048780487806,797.2,low,US,402.26,False,978
299,150,54657.17,0,364.3811333333333,0.0,low,US,1163.09,False,644
300,119,1182.65,1,9.938235294117648,37.75,low,US,221.49,False,76
301,110,2199.91,1,19.999181818181818,14.15,medium,US,46.76,False,815
302,107,1293.92,2,12.092710280373833,67.24000000000001,low,US,116.27,False,1814
303,132,9975.1,0,75.5689393939394,0.0,low,US,195.3,False,51
304,129,15812.82,4,122.58,365.95,high,US,273.11,False,1965
305,118,51417.6,1,435.74237288135595,147.53,low,US,583.16,False,1202
306,119,5527.56,0,46.45008403361345,0.0,low,US,186.45,False,332
307,120,8236.58,4,68.63816666666666,755.72,low,US,165.67,False,682
308,117,56250.659999999996,2,480.7748717948718,1090.65,low,AU,213.47,False,1226
309,119,26066.0,1,219.0420168067227,114.72,low,US,180.53,False,711
310,127,18647.11,0,146.8276377952756,0.0,low,US,299.15,False,264
311,115,79142.21,0,688.1931304347827,0.0,medium,US,287.85,False,1468
312,117,28494.52,1,243.54290598290598,248.95,medium,GB,916.12,False,1482
313,129,2859.42,0,22.166046511627908,0.0,low,US,202.23,False,286
314,144,4548.07,1,31.583819444444444,75.97,low,US,357.15,True,637
315,128,30851.62,2,241.02828125,343.64,low,US,301.71,False,556
316,106,11334.65,0,106.93066037735849,0.0,low,US,1020.45,False,1454
317,138,4842.56,0,35.09101449275363,0.0,low,US,428.87,False,1607
318,110,4799.14,1,43.62854545454546,20.72,low,US,1268.55,False,1600
319,105,6748.83,0,64.27457142857143,0.0,low,US,174.66,False,2057
320,94,5150.3,1,54.7904255319149,169.17,low,US,471.34,False,1690
321,121,6974.94,0,57.64413223140495,0.0,low,US,293.45,False,722
322,125,4073.48,0,32.58784,0.0,low,US,163.46,False,262
323,144,27528.75,0,191.171875,0.0,low,CA,463.7,False,1357
324,104,30612.51,0,294.3510576923077,0.0,low,CA,2344.05,False,2008
325,110,18924.22,1,172.03836363636364,670.44,low,US,228.69,False,2136
326,123,39890.78,2,324.3152845528455,1081.5,low,US,439.35,False,527
327,116,9285.95,2,80.05129310344829,270.24,low,DE,151.26,False,540
328,126,4035.74,0,32.02968253968254,0.0,low,US,132.51,False,110
329,115,40052.4,1,348.2817391304348,3144.39,low,US,242.61,False,335
330,124,2742.79,1,22.119274193548385,7.91,low,US,328.66,False,1228
331,129,7959.83,1,61.70410852713178,21.22,medium,US,342.06,False,1211
332,111,2106.08,0,18.973693693693694,0.0,low,US,402.05,False,831
333,128,2772.06,0,21.65671875,0.0,low,GB,111.78,False,699
334,114,1881.6599999999999,0,16.50578947368421,0.0,low,US,280.52,False,1822
335,118,36490.52,1,309.2416949152542,386.31,low,US,774.01,False,1023
336,110,5940.64,1,54.005818181818185,26.0,low,US,145.12,False,1775
337,118,8660.869999999999,1,73.3972033898305,45.1,low,CA,357.94,False,2110
338,130,42185.44,1,324.5033846153846,196.7,medium,US,641.34,False,715
339,137,2625.1,1,19.16131386861314,18.45,low,US,243.71,False,467
340,146,118409.18,1,811.0217808219178,634.6,low,US,670.06,False,2088
341,122,2993.86,0,24.539836065573773,0.0,low,US,125.33,False,1401
342,117,116903.15,0,999.1722222222222,0.0,low,US,1096.2,False,658
343,112,12339.46,0,110.17375,0.0,low,US,684.86,False,1373
344,117,2904.02,0,24.82068376068376,0.0,low,US,518.06,False,1142
345,115,39906.74,0,347.0151304347826,0.0,low,US,1356.06,False,1985
346,144,6402.37,1,44.460902777777775,103.8,low,US,366.35,False,582
347,93,54121.61,0,581.9527956989248,0.0,low,US,282.57,False,2171
348,127,60149.23,5,473.61598425196854,3526.55,low,US,1694.75,False,2051
349,129,41113.66,0,318.71054263565895,0.0,low,US,2582.95,False,420
350,96,2792.97,1,29.093437499999997,23.8,low,CA,263.99,False,385
351,120,4285.19,1,35.709916666666665,8.24,low,AU,444.8,False,1181
352,117,30308.21,2,259.0445299145299,655.43,low,DE,1262.11,False,127
353,112,50747.06,1,453.09875,284.62,low,US,459.28,False,675
354,133,80371.77,1,604.299022556391,799.96,low,US,841.45,False,969
355,127,37718.65,0,296.9972440944882,0.0,low,US,994.62,False,2123
356,108,9379.54,0,86.8475925925926,0.0,low,US,297.06,False,2173
357,110,14907.77,0,135.52518181818184,0.0,low,US,718.63,False,357
358,134,93934.36,0,701.0026865671642,0.0,low,US,490.01,False,1956
359,138,14571.01,1,105.58702898550725,46.4,low,US,164.81,False,226
360,114,8568.89,0,75.16570175438596,0.0,low,US,202.21,False,1646
361,150,47358.88,0,315.72586666666666,0.0,low,US,273.92,False,1856
362,147,141624.01,0,963.4286394557823,0.0,low,US,1136.45,False,1954
363,110,22052.89,1,200.48081818181817,649.47,low,US,1170.54,False,512
364,129,14943.72,0,115.84279069767442,0.0,low,US,967.7,False,1959
365,104,10707.15,0,102.95336538461538,0.0,low,US,732.23,False,280
366,110,4095.42,0,37.23109090909091,0.0,low,US,714.47,False,1150
367,128,5032.83,0,39.318984375,0.0,low,US,632.58,False,1044
368,116,94531.23,0,814.9243965517242,0.0,low,DE,711.12,False,712
369,113,23716.45,0,209.88008849557522,0.0,low,US,755.84,False,77
370,112,2360.57,2,21.076517857142857,30.82,low,US,139.22,False,1697
371,125,1125.58,1,9.00464,9.28,medium,US,241.96,False,754
372,111,2281.19,0,20.551261261261264,0.0,low,DE,195.19,False,1459
373,144,42934.32,0,298.155,0.0,medium,US,1334.66,False,916
374,130,29299.89,1,225.38376923076922,157.66,low,US,2183.51,False,837
375,119,1077.42,1,9.053949579831933,3.55,low,US,69.96,False,1944
376,132,30844.71,1,233.67204545454544,394.96,low,US,2014.92,False,234
377,116,20516.86,1,176.8694827586207,176.01,low,US,532.75,False,1621
378,121,71099.59,3,587.5999173553719,2677.8,medium,US,1225.92,False,1643
379,130,5016.35,1,38.5873076923077,17.5,low,US,777.3,False,850
380,112,270143.23,3,2411.993125,11375.42,medium,US,1801.47,False,596
381,116,18393.38,1,158.56362068965518,127.08,low,US,595.12,False,41
382,111,11376.44,3,102.49045045045045,590.4300000000001,medium,US,144.44,False,2053
383,111,3795.33,1,34.19216216216216,16.71,medium,US,448.04,False,2077
